	organism_name	taxid
19879	Staphylococcus aureus DAR5881	1422305
19880	Staphylococcus aureus DAR5872	1422306
19881	Staphylococcus aureus DAR5871	1422307
19882	Staphylococcus aureus DAR5870	1422308
19883	Staphylococcus aureus DAR5869	1422309
19884	Staphylococcus aureus DAR5868	1422310
19885	Acinetobacter baumannii 16553_6	1311103
19886	Acinetobacter baumannii 16553_2	1311099
19887	Acinetobacter baumannii 16553_4	1311101
19888	Acinetobacter baumannii 16553_3	1311100
19889	Cupriavidus sp. SK-4	574750
19890	Cupriavidus sp. SK-3	1470558
19891	Acinetobacter baumannii 16553_10	1311107
19892	Acinetobacter baumannii 16553_9	1311106
19893	Acinetobacter baumannii 25569_1	1311108
19894	Acinetobacter baumannii 25569_2	1311109
19895	Acinetobacter baumannii 25569_4	1311111
19896	Acinetobacter baumannii 26016_4	1311071
19897	Acinetobacter baumannii 45052_3	1311143
19898	Acinetobacter baumannii 45052_5	1311145
19899	Acinetobacter baumannii 26016_1	1311068
19900	Acinetobacter baumannii 26016_6	1311073
19901	Acinetobacter baumannii 25569_3	1311110
19902	Acinetobacter baumannii 25569_7	1311114
19903	Acinetobacter baumannii 26016_10	1311077
19904	Acinetobacter baumannii 25569_6	1311113
19905	Acinetobacter baumannii 26016_5	1311072
19906	Acinetobacter baumannii 25569_5	1311112
19907	Acinetobacter baumannii 45052_1	1311141
19908	Acinetobacter baumannii 45057_4	1311131
19909	Acinetobacter baumannii 26016_8	1311075
19910	Acinetobacter baumannii 16553_8	1311105
19911	Acinetobacter baumannii 16553_1	1311098
19912	Monoraphidium neglectum	145388
19913	Flavobacterium succinicans LMG 10402	1450525
19914	Stenotrophomonas maltophilia M30	1451188
19915	Streptomyces sp. Tu 6176	1470557
19917	Tatumella sp. UCD-D_suzukii	1408192
19918	Enterococcus mundtii CRL35	1450511
19919	Mycobacteroides abscessus subsp. abscessus	1185650
19921	Pseudomonas aeruginosa PA103	1081927
19922	Pseudomonas aeruginosa PA99	1437873
19923	Photorhabdus luminescens BA1	1393736
19924	Trueperella pyogenes	1661
19925	Aeromonas hydrophila YL17	1448139
19926	Orussus abietinus	222816
19927	Brevibacillus agri 5-2	1444307
19928	Staphylococcus sciuri subsp. sciuri Z8	1232666
19929	Bacillus flexus T6186-2	1444310
19930	Brevibacillus borstelensis 3096-7	1444309
19931	Enterobacter sp. 5-4	1444288
19932	Paenibacillus ehimensis A2	1444314
19933	Ochrobactrum intermedium 2745-2	1444311
19934	Geobacillus thermocatenulatus GS-1	1444308
19935	Gossypium arboreum	29729
19936	Eucalyptus grandis	71139
19937	Salmonella enterica subsp. enterica serovar Enteritidis	149539
19938	Lactobacillus sucicola DSM 21376 = JCM 15457	1423806
19939	Bordetella holmesii ATCC 51541	1247649
19940	Paenibacillus sabinae T27	1268072
19941	Leptospira interrogans serovar Manilae	214675
19942	Streptomyces sp. PCS3-D2	1460244
19944	Pseudomonas sp. CHM02	1463662
19945	Pantoea septica	472695
19946	Bacillus jeddahensis	1461580
19947	Bacillus dielmoensis	1347369
19948	Castellaniella defragrans 65Phen	1437824
19949	Bifidobacterium animalis subsp. lactis CECT 8145	1415606
19950	Mycolicibacterium austroafricanum	39687
19951	Bartonella henselae	38323
19952	Coxiella burnetii	777
19953	Bacillus ndiopicus	1347368
19954	Mycolicibacterium mageritense DSM 44476 = CIP 104973	1209984
19955	Clostridium ihumii AP5	1211817
19956	Oceanobacillus picturae	171693
19957	Mycolicibacterium vulneris	547163
19959	Chryseobacterium oranimense G311	1300143
19962	Photobacterium phosphoreum ANT-2200	1454202
19963	Listeria monocytogenes R479a	1437838
19964	Yersinia pseudotuberculosis	633
19965	Bacillus sp. EB01	1347086
19966	Listeria monocytogenes QOC2	1288294
19967	Mycolicibacterium cosmeticum	258533
19968	Stenotrophomonas maltophilia SeITE02	1407502
19970	Mycobacterium asiaticum DSM 44297	1265310
19971	Acetobacter papayae JCM 25143	1234671
19972	Komagataeibacter kakiaceti JCM 25156	1234672
19976	Prevotella enoeca JCM 12259	1235815
19977	Prevotella shahii DSM 15611 = JCM 12083	1122991
19978	Bacteroides nordii WAL 11050 = JCM 12987	1203608
19991	Prevotella pleuritidis JCM 14110	1236494
19994	Prevotella oulorum JCM 14966	1236497
19995	Bacteroides paurosaccharolyticus JCM 15092	1236498
19997	Asaia astilbis JCM 15831	1236500
19998	Acetobacter okinawensis JCM 25146	1236501
19999	Asaia prunellae JCM 25354	1236502
20000	Acetobacter persici JCM 25330	1236503
20001	Prevotella histicola JCM 15637 = DNF00424	1236504
20002	Prevotella falsenii DSM 22864 = JCM 15124	1122983
20006	Prevotella aurantiaca JCM 15754	1236508
20007	Escherichia coli O111:NM str. 2011C-3170	1446528
20008	Prevotella dentasini JCM 15908	1236509
20009	Escherichia coli O157:H7 str. 2011EL-2288	1446647
20011	Bacteroides faecichinchillae JCM 17102	1236513
20012	Bacteroides stercorirosoris JCM 17103	1236514
20013	Prevotella saccharolytica JCM 17484	1236516
20014	Escherichia coli O121:H19 str. 2011C-3108	1446570
20015	Prevotella fusca JCM 17724	1236517
20016	Escherichia coli O157:H7 str. 2011EL-2114	1446644
20017	Prevotella scopos JCM 17725	1236518
20018	Escherichia coli O157:H7 str. 2011EL-2286	1446645
20020	Escherichia coli O157:H7 str. 2011EL-2312	1446650
20021	Porphyromonas cangingivalis JCM 15983	1236520
20022	Porphyromonas macacae JCM 15984	1236521
20023	Escherichia coli O157:H7 str. 2011EL-2287	1446646
20024	Escherichia coli O6:H16 str. 99-3165	1446747
20025	Escherichia coli O86:H34 str. 99-3124	1446762
20026	Escherichia coli O121:H19 str. 2010C-4989	1446567
20027	Asaia platycodi JCM 25414	1236525
20028	Escherichia coli O153:H2 str. 2010C-5034	1446603
20029	Porphyromonas gingivicanis JCM 15907	1236526
20030	Escherichia coli O121:H19 str. 2010EL1058	1446568
20031	Escherichia coli O157:H7 str. 2011EL-2113	1446643
20032	Escherichia coli O157:H7 str. 2011EL-2289	1446648
20033	Escherichia coli O121:H19 str. 2010C-4254	1446563
20034	Lactobacillus gallinarum DSM 10532 = JCM 2011	1423748
20035	Escherichia coli O121:H19 str. 2009C-4659	1446556
20036	Escherichia coli O157:H7 str. F7350	1446656
20037	Escherichia coli O26:NM str. 2010C-4347	1446734
20038	Prolixibacter bellariivorans JCM 13498	1236540
20039	Escherichia coli O157:H7 str. 2010C-4979C1	1446622
20041	Escherichia coli O121:H19 str. 2009EL1412	1446559
20042	Shewanella algae JCM 14758	1236541
20043	Escherichia coli O157:H7 str. 2009EL1705	1446619
20044	Shewanella marina JCM 15074	1236542
20045	Escherichia coli O157:H7 str. 2009EL2109	1446621
20046	Shewanella algae JCM 21037 = NBRC 103173	1236544
20047	Escherichia coli O103:H11 str. 2010C-3214	1446502
20048	Escherichia coli O145:NM str. 2010C-3507	1446587
20050	Escherichia coli O145:NM str. 2010C-3509	1446589
20051	Escherichia coli O145:NM str. 2010C-3510	1446590
20052	Escherichia coli O145:NM str. 2010C-3511	1446591
20053	Escherichia coli O145:NM str. 2010C-3516	1446592
20054	Lactobacillus kitasatonis DSM 16761 = JCM 1039	1423767
20055	Escherichia coli O145:NM str. 2010C-3517	1446593
20056	Escherichia coli O145:NM str. 2010C-3518	1446594
20057	Lactobacillus sakei subsp. sakei DSM 20017 = JCM 1157	1423833
20058	Escherichia coli O145:NM str. 2010C-3521	1446595
20059	Escherichia coli O145:NM str. 2010C-3526	1446596
20060	Lactobacillus hamsteri DSM 5661 = JCM 6256	1423754
20061	Escherichia coli O121:H19 str. 2010C-3609	1446560
20062	Escherichia coli O121:H19 str. 2010C-3840	1446562
20063	Escherichia coli O45:H2 str. 2010C-3876	1446743
20064	Escherichia coli O111:NM str. 2010C-3977	1446518
20065	Escherichia coli O111:NM str. 2010C-4086	1446519
20066	Escherichia coli O111:NM str. 2010C-4221	1446520
20067	Lactobacillus kefiranofaciens subsp. kefiranofaciens DSM 5016 = JCM 6985	1423827
20068	Escherichia coli O157:H7 str. 2011EL-2101	1446633
20069	Lactobacillus paralimentarius DSM 13238 = JCM 10415	1122151
20070	Escherichia coli O157:H7 str. 2011EL-2103	1446634
20071	Lactobacillus equi DSM 15833 = JCM 10991	1423740
20072	Escherichia coli O157:H7 str. 2011EL-2104	1446635
20073	Lactobacillus fuchuensis DSM 14340 = JCM 11249	1423747
20074	Escherichia coli O157:H7 str. 2011EL-2105	1446636
20075	Lactobacillus hayakitensis DSM 18933 = JCM 14209	1423755
20076	Escherichia coli O157:H7 str. 2011EL-2106	1446637
20077	Lactobacillus apodemi DSM 16634 = JCM 16172	1423724
20078	Lactobacillus nodensis DSM 19682 = JCM 14932 = NBRC 107160	1423775
20079	Escherichia coli O157:H7 str. 2011EL-2107	1446638
20080	Bacillus mannanilyticus JCM 10596	1236954
20081	Escherichia coli O157:H7 str. 2011EL-2108	1446639
20082	Nitratireductor aquibiodomus NL21 = JCM 21793	1231185
20083	Escherichia coli O157:H7 str. 2011EL-2109	1446640
20084	Escherichia coli O157:H7 str. 2011EL-2111	1446641
20086	Escherichia coli O157:H7 str. 2011EL-2112	1446642
20087	Sneathiella glossodoripedis JCM 23214	1236958
20088	Escherichia coli O121:H19 str. 2011C-3216	1446571
20089	Escherichia coli O111:NM str. 2011C-3362	1446529
20090	Escherichia coli O121:H19 str. 2011C-3500	1446572
20091	Escherichia coli O121:H19 str. 2011C-3537	1446573
20092	Escherichia coli O111:NM str. 2011C-3573	1446530
20093	Escherichia coli O156:H25 str. 2011C-3602	1446605
20094	Escherichia coli O111:NM str. 2011C-3632	1446531
20095	Escherichia coli O111:NM str. 2011C-3679	1446532
20096	Escherichia coli O103:H2 str. 2011C-3750	1446505
20097	Escherichia coli O157:H7 str. 2011EL-1107	1446623
20098	Escherichia coli O104:H4 str. 2011EL-1675A	1446507
20099	Escherichia coli O157:H7 str. 2011EL-2090	1446624
20100	Escherichia coli O157:H7 str. 2011EL-2091	1446625
20101	Escherichia coli O157:H7 str. 2011EL-2092	1446626
20102	Escherichia coli O157:H7 str. 2011EL-2093	1446627
20103	Escherichia coli O157:H7 str. 2011EL-2094	1446628
20104	Escherichia coli O157:H7 str. 2011EL-2096	1446629
20105	Escherichia coli O157:H7 str. 2011EL-2097	1446630
20106	Escherichia coli O157:H7 str. 2011EL-2098	1446631
20107	Escherichia coli O69:H11 str. 07-4281	1446752
20108	Escherichia coli O157:H7 str. 08-3037	1446613
20109	Escherichia coli O157:H7 str. 08-3527	1446614
20110	Escherichia coli O118:H16 str. 08-3651	1446548
20111	Escherichia coli O157:H7 str. 08-4169	1446615
20112	Escherichia coli O145:NM str. 08-4270	1446586
20113	Escherichia coli O111:NM str. 08-4487	1446515
20114	Escherichia coli O157:H7 str. 2011EL-2099	1446632
20115	Escherichia coli O121:H19 str. 2011C-3072	1446569
20116	Escherichia coli O157:H7 str. K5806	1446692
20117	Escherichia coli O121:H19 str. 2010C-4732	1446564
20118	Escherichia coli O111:NM str. 2010C-4715	1446523
20119	Escherichia coli O103:H11 str. 04-3023	1446501
20120	Escherichia coli O26:H11 str. 05-3646	1446500
20121	Escherichia coli O174:H8 str. 04-3038	1446704
20122	Escherichia coli O45:H2 str. 01-3147	1446740
20123	Escherichia coli O81:NM str. 02-3012	1446761
20124	Escherichia coli O28ac:NM str. 02-3404	1446737
20125	Escherichia coli O121:H19 str. 03-3227	1446552
20126	Escherichia coli O174:H21 str. 03-3269	1446703
20127	Escherichia coli O119:H4 str. 03-3458	1446551
20128	Escherichia coli O111:NM str. 03-3484	1446513
20129	Escherichia coli O111:NM str. 04-3211	1446514
20130	Escherichia coli O121:H19 str. 06-3003	1446553
20131	Escherichia coli O118:H16 str. 06-3256	1446545
20132	Escherichia coli O69:H11 str. 06-3325	1446750
20133	Escherichia coli O145:NM str. 06-3484	1446585
20134	Escherichia coli O79:H7 str. 06-3501	1446760
20135	Escherichia coli O55:H7 str. 06-3555	1446745
20136	Escherichia coli O118:H16 str. 06-3612	1446546
20137	Escherichia coli O91:H14 str. 06-3691	1446763
20138	Escherichia coli O157:H7 str. 06-3745	1446609
20139	Escherichia coli O111:NM str. 2010C-4735	1446524
20140	Escherichia coli O111:NM str. 2010C-4746	1446525
20141	Escherichia coli O26:NM str. 2010C-4788	1446735
20142	Escherichia coli O111:NM str. 2010C-4799	1446526
20143	Escherichia coli O111:NM str. 2010C-4818	1446527
20144	Escherichia coli O121:H19 str. 2010C-4824	1446565
20145	Escherichia coli O165:H25 str. 2010C-4874	1446700
20146	Escherichia coli O121:H19 str. 2010C-4966	1446566
20147	Escherichia coli O111:NM str. 2010C-4622	1446522
20148	Escherichia coli O121:H19 str. 06-3822	1446554
20149	Escherichia coli O157:H7 str. 07-3091	1446611
20150	Escherichia coli O103:H2 str. 2010C-4433	1446504
20151	Escherichia coli O157:H7 str. 06-4039	1446610
20152	Escherichia coli O157:H7 str. 07-3391	1446612
20153	Escherichia coli O103:H25 str. 2010C-4529	1446506
20154	Escherichia coli O145:NM str. 2010C-4557C2	1446597
20155	Escherichia coli O177:NM str. 2010C-4558	1446706
20156	Escherichia coli O111:NM str. 2010C-4592	1446521
20157	Bradyrhizobium sp. DOA9	1126627
20158	Acidomonas methanolica NBRC 104435	1231351
20159	Methylobacillus glycogenes JCM 2850	1236959
20160	Geobacillus sp. FW23	1048208
20161	Escherichia coli O157:H7 str. K4405	1446680
20162	Escherichia coli O15:H18 str. K1516	1446601
20163	Escherichia coli O157:H16 str. 98-3133	1446608
20164	Escherichia coli O157:H7 str. K1420	1446663
20165	Escherichia coli O157:H7 str. F6749	1446653
20166	Escherichia coli O157:H7 str. F7384	1446658
20167	Escherichia coli O6:H16 str. F5656C1	1446748
20168	Escherichia coli O157:H7 str. F6142	1446652
20169	Escherichia coli O111:H8 str. F6627	1446498
20170	Escherichia coli O157:H7 str. F7410	1446659
20171	Escherichia coli O121:H19 str. F6714	1446499
20172	Escherichia coli O157:H7 str. G5303	1446660
20173	Escherichia coli O169:H41 str. F9792	1446702
20174	Escherichia coli O157:H7 str. F7377	1446657
20175	Escherichia coli O157:H7 str. H2495	1446661
20176	Escherichia coli O157:H7 str. F6751	1446655
20177	Escherichia coli O157:H7 str. H2498	1446662
20178	Escherichia coli O157:H7 str. F6750	1446654
20179	Escherichia coli O157:H7 str. K1796	1446667
20180	Escherichia coli O157:H7 str. K1845	1446668
20181	Escherichia coli O157:H7 str. K1793	1446665
20182	Escherichia coli O157:H7 str. K1795	1446666
20183	Escherichia coli O25:NM str. E2539C1	1446708
20184	Escherichia coli O157:H7 str. K1792	1446664
20185	Escherichia coli O157:H7 str. K1921	1446669
20186	Escherichia coli O157:H7 str. K1927	1446670
20187	Escherichia coli O157:H7 str. K2188	1446671
20188	Escherichia coli O157:H7 str. K2191	1446672
20189	Escherichia coli O157:H7 str. K2581	1446675
20190	Escherichia coli O157:H7 str. K2622	1446676
20191	Escherichia coli O157:H7 str. K2845	1446677
20192	Escherichia coli O157:H7 str. K2854	1446678
20193	Escherichia coli O157:H7 str. K4396	1446679
20194	Escherichia coli O157:H7 str. K4406	1446681
20195	Escherichia coli O157:H7 str. K2192	1446673
20196	Escherichia coli O157:H7 str. K2324	1446674
20197	Escherichia coli O157:H7 str. K4527	1446682
20198	Escherichia coli O121:H19 str. K5198	1446575
20199	Escherichia coli O121:H19 str. K5269	1446576
20200	Escherichia coli O157:H7 str. K5418	1446683
20201	Escherichia coli O157:H7 str. K5448	1446684
20202	Escherichia coli O157:H7 str. K5449	1446685
20203	Escherichia coli O157:H7 str. K5453	1446686
20204	Escherichia coli O157:H7 str. K5467	1446688
20205	Escherichia coli O157:H7 str. K5602	1446689
20206	Escherichia coli O157:H7 str. K5607	1446690
20207	Escherichia coli O157:H7 str. K5460	1446687
20208	Escherichia coli O39:NM str. F8704-2	1446739
20209	Escherichia coli O157:H7 str. K7140	1446697
20210	Escherichia coli O157:H7 str. 2011EL-2290	1446649
20211	Escherichia coli O104:H21 str. 94-3025	1446497
20212	Escherichia coli O157:H7 str. 2011EL-2313	1446651
20213	Escherichia coli O111:NM str. 2009C-4052	1446517
20214	Escherichia coli O118:H16 str. 2009C-4446	1446549
20215	Escherichia coli O157:H7 str. 2009C-4258	1446617
20216	Escherichia coli O91:H21 str. 2009C-4646	1446766
20217	Escherichia coli O121:H19 str. 2009C-4750	1446557
20218	Escherichia coli O45:H2 str. 2009C-4780	1446742
20219	Escherichia coli O121:H19 str. 2009EL1302	1446558
20220	Escherichia coli O157:H7 str. 2009EL1449	1446618
20221	Escherichia coli O157:H7 str. 2009EL1913	1446620
20222	Escherichia coli O145:NM str. 2010C-3508	1446588
20223	Escherichia coli O121:H19 str. 2010C-3794	1446561
20224	Escherichia coli O111:NM str. 2009C-4006	1446516
20225	Escherichia coli O121:H7 str. 2009C-3299	1446578
20226	Escherichia coli O45:H2 str. 2009C-3686	1446741
20227	Escherichia coli O69:H11 str. 2009C-3601	1446754
20228	Escherichia coli O91:NM str. 2009C-3745	1446768
20229	Escherichia coli O123:H11 str. 2009C-3307	1446580
20230	Escherichia coli O145:H28 str. 2009C-3292	1446584
20231	Escherichia coli O157:H7 str. K5852	1446693
20232	Escherichia coli O157:H7 str. K6590	1446694
20233	Escherichia coli O157:H7 str. K6676	1446695
20234	Escherichia coli O157:H7 str. K6687	1446696
20235	Escherichia coli O157:H7 str. K5609	1446691
20236	Escherichia coli O111:NM str. K6722	1446533
20237	Escherichia coli O111:NM str. K6723	1446534
20238	Escherichia coli O111:NM str. K6728	1446535
20239	Escherichia coli O111:NM str. K6890	1446536
20240	Escherichia coli O111:NM str. K6895	1446537
20241	Escherichia coli O111:NM str. K6897	1446538
20242	Escherichia coli O111:NM str. K6898	1446539
20243	Escherichia coli O111:NM str. K6908	1446541
20244	Escherichia coli O111:NM str. K6904	1446540
20245	Escherichia coli O111:NM str. K6915	1446542
20246	Escherichia coli O157:H7 str. 08-4529	1446616
20247	Escherichia coli O157:NM str. 08-4540	1446698
20248	Escherichia coli O69:H11 str. 08-4661	1446753
20249	Escherichia coli O91:H14 str. 2009C-3227	1446764
20250	Escherichia coli O121:H19 str. 2009C-4050	1446555
20251	Escherichia coli O103:H2 str. 2009C-3279	1446503
20252	Listeria monocytogenes Lm19860	1403328
20253	Sulfurihydrogenibium subterraneum DSM 15120	1123325
20254	Prevotella sp. MA2016	1408310
20255	Alkanindiges illinoisensis DSM 15370	1120977
20256	Listeria monocytogenes Lm26686	1403327
20257	Balneatrix alpica DSM 16621	1121103
20258	Nitrosospira briensis C-128	1266925
20259	Treponema sp. C6A8	1410609
20260	Clostridium lundense DSM 17049	1410653
20261	Propionibacteriaceae bacterium P6A17	1410634
20262	Prevotella sp. P6B4	1410614
20263	Mycoplasma spumans ATCC 19526	1408470
20264	Zymobacter palmae DSM 10491	1123510
20265	Halomonas halodenitrificans DSM 735	1121941
20266	Meiothermus cerbereus DSM 11376	1122221
20267	Marinobacterium jannaschii DSM 6295	1122200
20268	Microvirgula aerodenitrificans DSM 15089	1122240
20269	Clostridiisalibacter paucivorans DSM 22131	1121289
20270	Deefgea rivuli DSM 18356	1121375
20271	Anoxybacillus tepidamans PS2	1382358
20272	Geodermatophilaceae bacterium URHB0062	1380353
20273	Geodermatophilaceae bacterium URHA0031	1380393
20274	Variovorax sp. URHB0020	1380385
20275	Pseudomonas sp. URHB0015	1380376
20276	Staphylococcus sp. URHA0057	1380374
20277	Pseudomonas umsongensis UNC430CL58Col	1380369
20278	Desulfitibacter alkalitolerans DSM 16504	1304884
20279	Salinispora tropica CNY012	1169197
20280	Salinispora tropica CNT250	1169196
20281	Pseudomonas sp. URMO17WK12:I8	1265490
20282	Arthrobacter sp. 9MFCol3.1	1150398
20283	Teredinibacter turnerae 1133Y.S.0a.04	1313298
20284	Microbacterium sp. UNC423CL45Tsu	1340436
20285	Ralstonia sp. UNC404CL21Col	1380362
20286	Dyella japonica UNC79MFTsu3.2	1380365
20287	Sulfitobacter sp. 20_GPM-1509m	1380367
20288	Acinetobacter sp. UNC436CL71CviS28	1380368
20289	Intrasporangiaceae bacterium URHB0013	1380370
20290	Paenibacillus sp. URHA0014	1380372
20291	Halomonas sp. 19A_GOM-1509m	1380377
20292	Ahrensia sp. 13_GOM-1096m	1380380
20293	Mycobacterium sp. URHB0044	1380386
20294	Nocardioides sp. URHA0032	1380388
20295	Sphingomonas sp. URHD0057	1380389
20296	Dongia sp. URHE0060	1380391
20297	Nocardioides sp. URHA0020	1380392
20298	Acidobacteriaceae bacterium URHE0068	1380348
20299	Pseudoalteromonas sp. 6BO_GOM-1096m	1380359
20300	Desulfovermiculus halophilus DSM 18834	1121433
20301	Pseudonocardia acaciae DSM 45401	1123023
20302	Exiguobacterium undae DSM 14481	1397693
20303	Exiguobacterium undae 190-11	1397695
20304	Exiguobacterium marinum DSM 16307	1397696
20305	Exiguobacterium sibiricum 7-3	1397698
20306	Listeria monocytogenes Lm25180	1403329
20307	Listeria monocytogenes Lm21045	1403330
20308	Conchiformibius steedae DSM 2580	1121352
20309	[Clostridium] viride DSM 6836	1121344
20310	Campylobacter upsaliensis DSM 5365	1121269
20311	Brochothrix thermosphacta DSM 20171 = FSL F6-1036	1121126
20312	Campylobacter cuniculorum DSM 23162 = LMG 24588	1121267
20313	Brackiella oedipodis DSM 13743	1121118
20316	Mycoplasma gallinarum DSM 19816	1122248
20317	Mannheimia granulomatis DSM 19156	1122190
20318	Maribacter antarcticus DSM 21422	1122191
20319	Desulfobulbus elongatus DSM 2908	1121402
20320	Enterovibrio calviensis DSM 14347	1121867
20321	Franconibacter pulveris DSM 19144	1121863
20322	Halotalea alkalilenta DSM 17697	1403347
20323	Pseudomonas mosselii DSM 17497	1403339
20324	Pseudomonas monteilii NBRC 103158 = DSM 14164	1215110
20325	Pseudomonas fulva NBRC 16637 = DSM 17717	1215102
20328	Thiothrix lacustris DSM 21227	1123401
20330	Legionella geestiana DSM 21217	1122161
20331	Legionella cherrii DSM 19213	1122160
20332	Lachnospiraceae bacterium AC3007	1408322
20333	Lachnospiraceae bacterium AB2028	1408319
20334	Bacillus bogoriensis ATCC BAA-922	1408424
20335	Butyrivibrio proteoclasticus FD2007	1408431
20336	Alkaliphilus transvaalensis ATCC 700919	1408422
20337	Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832	1121303
20338	Legionella fairfieldensis ATCC 49588	1408444
20339	Anaerovibrio lipolyticus LB2005	1408423
20340	Butyrivibrio sp. LB2008	1408305
20341	[Eubacterium] cellulosolvens LD2006	1408436
20342	Butyrivibrio sp. MC2021	1408306
20343	Crocinitomix catalasitica ATCC 23190	1408433
20344	Vibrio cholerae ATCC 14035	1408478
20345	Rhizobium undicola ORS 992 = ATCC 700741	1370122
20346	Legionella sainthelensi ATCC 35248	1408445
20347	Prolixibacter bellariivorans ATCC BAA-1284	1408473
20348	Prevotella brevis ATCC 19188	1408472
20349	Clostridium beijerinckii HUN142	1410652
20350	Ruminococcaceae bacterium AB4001	1410638
20351	Ruminococcus flavefaciens ND2009	1410672
20352	Ruminococcus sp. FC2018	1410617
20353	Prevotella brevis P6B11	1410666
20354	Ruminococcus flavefaciens MA2007	1410670
20355	Pseudobutyrivibrio sp. MD2005	1410616
20356	Megasphaera elsdenii T81	1410663
20357	Lachnospiraceae bacterium NC2004	1410626
20358	Kandleria vitulina WCE2011	1410659
20359	Lachnospira multipara MC2003	1410662
20360	Methanobrevibacter wolinii SH	1410664
20361	Lachnospiraceae bacterium V9D3004	1410632
20362	Anaerovibrio sp. RM50	1200557
20363	Lachnospiraceae bacterium AD3010	1410621
20364	Fusobacterium necrophorum HUN048	1410656
20365	Lachnobacterium bovis C6A12	1410660
20366	Butyrivibrio proteoclasticus P6B7	1410650
20367	Lachnospiraceae bacterium MD2004	1410625
20368	Kandleria vitulina MC3001	1410658
20369	Paracoccus yeei ATCC BAA-599	1446473
20370	Mycoplasma molare ATCC 27746	1448132
20371	Legionella lansingensis DSM 19556 = ATCC 49751	1122164
20372	Mycoplasma leonicaptivi ATCC 49890	1448135
20373	Roseomonas mucosa ATCC BAA-692	1448136
20374	Fusobacterium perfoetens ATCC 29250	1408439
20375	Escherichia coli E1728	1457300
20376	Escherichia coli E1140	1453472
20377	Nannospalax galili	1026970
20378	Sulfitobacter geojensis	1342299
20379	Sulfitobacter mediterraneus KCTC 32188	1443112
20380	Sulfitobacter noctilucae	1342302
20381	Sulfitobacter noctilucicola	1342301
20382	Sulfitobacter donghicola DSW-25 = KCTC 12864 = JCM 14565	1300350
20383	Sulfitobacter guttiformis KCTC 32187	1443111
20384	Escherichia coli O26:H11 str. 03-3500	1446710
20385	Escherichia coli O26:H11 str. 06-3464	1446711
20386	Escherichia coli O26:H11 str. 2010C-4819	1446724
20387	Escherichia coli O26:H11 str. 2010C-4430	1446723
20388	Escherichia coli O26:H11 str. 2010C-5028	1446726
20389	Escherichia coli O26:H11 str. 2010EL-1699	1446727
20390	Escherichia coli O26:H11 str. 2010C-4244	1446722
20391	Escherichia coli O26:H11 str. 2009C-3996	1446714
20392	Escherichia coli O26:H11 str. 2009C-4760	1446716
20393	Escherichia coli O26:H11 str. 2009C-4826	1446717
20394	Escherichia coli O26:H11 str. 2010C-4834	1446725
20395	Escherichia coli O26:H11 str. 2010C-3051	1446718
20396	Escherichia coli O26:H11 str. 2010C-3472	1446719
20397	Escherichia coli O26:H11 str. 2010C-3871	1446720
20398	Escherichia coli O26:H11 str. 2010C-3902	1446721
20399	Escherichia coli O26:H11 str. 2009C-3689	1446713
20400	Escherichia coli O26:H11 str. 2011C-3270	1446728
20401	Escherichia coli O26:H11 str. 2011C-3282	1446730
20402	Escherichia coli O26:H11 str. 2011C-3387	1446731
20403	Escherichia coli O26:H11 str. 2011C-3506	1446732
20404	Escherichia coli O26:H11 str. 2011C-3655	1446733
20405	Escherichia coli O26:H11 str. 2009C-3612	1446712
20406	Herminiimonas sp. CN	1349818
20407	Staphylococcus aureus DAR3769	1422163
20408	Staphylococcus aureus DAR3907	1422194
20409	Staphylococcus aureus DAR2070	1422275
20410	Acinetobacter baumannii LAC-4	1455315
20411	Acinetobacter baumannii R1B	1455316
20412	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121175	1412592
20413	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121176	1412593
20414	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121178	1412595
20415	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121179	1412596
20416	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121180	1412597
20417	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093266	1412475
20418	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110223	1412451
20419	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120005	1412468
20420	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120544	1412536
20421	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120548	1412543
20422	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120555	1412566
20423	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110361	1244119
20424	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110360	1244118
20425	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110359	1244113
20426	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110358	1244112
20427	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110357	1244111
20428	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110356	1243621
20429	Salmonella enterica subsp. enterica serovar Enteritidis str. SA19981857	1412486
20430	Salmonella enterica subsp. enterica serovar Enteritidis str. SA19982831	1412502
20431	Salmonella enterica subsp. enterica serovar Enteritidis str. SA19983126	1412498
20432	Salmonella enterica subsp. enterica serovar Enteritidis str. SA19992322	1412452
